Thu, 09 Jun 2022 20:19:05 37580 MainThread base_page.py[line:18] INFO This is info message
Thu, 09 Jun 2022 20:19:35 37596 MainThread base_page.py[line:18] INFO This is info message
2022-07-06 11:29:58,178base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:29:59,103base_page.pyINFO点击元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:29:59,103base_page.pyINFO定位元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:29:59,549base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:29:59,549base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:30:00,056base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:30:00,056base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:30:00,513base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:30:00,513base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:30:01,146base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据1条.xlsx
2022-07-06 11:30:01,147base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:30:01,716base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:30:01,716base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:30:03,194base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:03,194base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:04,651base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:30:04,652base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:30:33,348base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 11:30:33,349base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 11:30:33,797base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 11:30:33,797base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 11:30:34,400base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:30:34,400base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:30:41,715base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:41,715base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:45,045base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:30:45,045base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:30:45,720base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:30:45,720base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:30:46,689base_page.pyINFO点击元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:30:46,689base_page.pyINFO定位元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:30:47,136base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:30:47,136base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:30:47,617base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:30:47,618base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:30:48,013base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:30:48,013base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:30:48,533base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据1条.xlsx
2022-07-06 11:30:48,534base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:30:48,994base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:30:48,994base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:30:50,457base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:50,457base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:30:51,924base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:30:51,924base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:31:29,532base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 11:31:29,534base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 11:31:29,951base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 11:31:29,951base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 11:31:30,362base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:31:30,363base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:31:37,281base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:31:37,282base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:31:42,322base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:31:42,323base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:31:42,975base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:31:42,975base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:31:44,041base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:31:44,042base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:31:44,550base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:31:44,550base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:31:45,008base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:31:45,008base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:31:45,565base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\报备导入测试数据3条.xlsx
2022-07-06 11:31:45,566base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:34:15,379base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 11:34:15,380base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 11:34:15,793base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 11:34:15,793base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 11:34:16,216base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:34:16,216base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:34:24,022base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:34:24,023base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:34:27,308base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:34:27,308base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:34:27,969base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:34:27,969base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:34:28,985base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:34:28,985base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:34:29,497base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:34:29,497base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:34:29,989base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:34:29,990base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:34:30,560base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\生成正常报备测试数据3条.xlsx
2022-07-06 11:34:30,560base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:34:30,998base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:34:30,998base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:34:31,365base_page.pyINFO断言有无上传成功！1111
2022-07-06 11:34:31,365base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-07-06 11:34:31,726base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:34:31,726base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:36:58,060base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 11:36:58,061base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 11:36:58,508base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 11:36:58,508base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 11:36:58,945base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:36:58,946base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:37:06,032base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:37:06,033base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:37:09,264base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:37:09,264base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:37:09,951base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:37:09,952base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:37:11,578base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:37:11,578base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:37:11,966base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 11:37:11,966base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 11:37:13,592base_page.pyINFO点击元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 11:37:13,592base_page.pyINFO定位元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 11:37:15,020base_page.pyINFO点击元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 11:37:15,020base_page.pyINFO定位元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 11:37:16,530base_page.pyINFO('xpath', '//input[@placeholder="请输入审批意见"]')输入框输入Wed Jul  6 11:37:16 2022
2022-07-06 11:37:16,531base_page.pyINFO定位元素('xpath', '//input[@placeholder="请输入审批意见"]')
2022-07-06 11:37:17,073base_page.pyINFO点击元素('xpath', "//span[text()='通 过']/..")
2022-07-06 11:37:17,073base_page.pyINFO定位元素('xpath', "//span[text()='通 过']/..")
2022-07-06 11:37:18,483base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:37:18,483base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:37:19,896base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:37:19,896base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:37:20,340base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:37:20,340base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:37:20,918base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:37:20,919base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:37:41,354base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:37:41,354base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:37:41,854base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../li")
2022-07-06 11:37:41,855base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../li")
2022-07-06 11:37:43,690base_page.pyINFO点击元素('xpath', "//*[text()='待反馈']/..")
2022-07-06 11:37:43,690base_page.pyINFO定位元素('xpath', "//*[text()='待反馈']/..")
2022-07-06 11:37:45,111base_page.pyINFO点击元素('xpath', '//div[@class="ant-table-fixed-left"]/div/div/table/tbody/tr[1]/td')
2022-07-06 11:37:45,111base_page.pyINFO定位元素('xpath', '//div[@class="ant-table-fixed-left"]/div/div/table/tbody/tr[1]/td')
2022-07-06 11:37:45,550base_page.pyINFO点击元素('xpath', '//*[text()="面试成功"]/..')
2022-07-06 11:37:45,551base_page.pyINFO定位元素('xpath', '//*[text()="面试成功"]/..')
2022-07-06 11:37:47,048base_page.pyINFO点击元素('xpath', '//*[@placeholder="请选择面试日期"]/..')
2022-07-06 11:37:47,049base_page.pyINFO定位元素('xpath', '//*[@placeholder="请选择面试日期"]/..')
2022-07-06 11:37:48,455base_page.pyINFO点击元素('xpath', '//*[text()="此刻"]')
2022-07-06 11:37:48,456base_page.pyINFO定位元素('xpath', '//*[text()="此刻"]')
2022-07-06 11:37:48,909base_page.pyINFO点击元素('xpath', '//*[text()="确 定"]/..')
2022-07-06 11:37:48,909base_page.pyINFO定位元素('xpath', '//*[text()="确 定"]/..')
2022-07-06 11:37:50,303base_page.pyINFO点击元素('xpath', '//div[@class="ant-modal-confirm-btns"]/button[2]')
2022-07-06 11:37:50,303base_page.pyINFO定位元素('xpath', '//div[@class="ant-modal-confirm-btns"]/button[2]')
2022-07-06 11:38:18,560base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 11:38:18,561base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 11:38:18,984base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 11:38:18,984base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 11:38:19,433base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:38:19,433base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 11:38:27,638base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:38:27,638base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:38:30,106base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:38:30,106base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:38:33,108base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:38:33,109base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:38:33,621base_page.pyINFO点击元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:38:33,621base_page.pyINFO定位元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 11:38:35,102base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:38:35,103base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:38:35,574base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:38:35,574base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:38:35,995base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:35,995base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:36,541base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\异常报备测试数据1条.xlsx
2022-07-06 11:38:36,542base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:38:36,938base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:36,939base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:37,363base_page.pyINFO断言有无上传成功！1111
2022-07-06 11:38:37,364base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-07-06 11:38:37,752base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:38:37,752base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:38:39,236base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:38:39,237base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 11:38:39,612base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 11:38:39,613base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 11:38:41,249base_page.pyINFO点击元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 11:38:41,250base_page.pyINFO定位元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 11:38:42,683base_page.pyINFO点击元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 11:38:42,683base_page.pyINFO定位元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 11:38:44,178base_page.pyINFO('xpath', '//input[@placeholder="请输入审批意见"]')输入框输入Wed Jul  6 11:38:44 2022
2022-07-06 11:38:44,179base_page.pyINFO定位元素('xpath', '//input[@placeholder="请输入审批意见"]')
2022-07-06 11:38:44,732base_page.pyINFO点击元素('xpath', "//span[text()='通 过']/..")
2022-07-06 11:38:44,733base_page.pyINFO定位元素('xpath', "//span[text()='通 过']/..")
2022-07-06 11:38:46,146base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:38:46,147base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 11:38:47,842base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:38:47,842base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 11:38:49,307base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:38:49,307base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 11:38:50,806base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:38:50,806base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 11:38:52,256base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:38:52,256base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 11:38:52,674base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:52,674base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:54,188base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\生成正常报备测试数据3条.xlsx
2022-07-06 11:38:54,188base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 11:38:55,586base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:55,587base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 11:38:55,961base_page.pyINFO断言有无上传成功！1111
2022-07-06 11:38:55,963base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-07-06 11:38:56,321base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:38:56,321base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 11:38:57,814base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:38:57,815base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../../li[2]/div[1]")
2022-07-06 11:38:58,213base_page.pyINFO点击元素('xpath', "//*[text()='综合数据处理']/../../li")
2022-07-06 11:38:58,213base_page.pyINFO定位元素('xpath', "//*[text()='综合数据处理']/../../li")
2022-07-06 11:39:00,033base_page.pyINFO点击元素('xpath', "//*[text()='待反馈']/..")
2022-07-06 11:39:00,033base_page.pyINFO定位元素('xpath', "//*[text()='待反馈']/..")
2022-07-06 11:39:01,447base_page.pyINFO点击元素('xpath', '//div[@class="ant-table-fixed-left"]/div/div/table/tbody/tr[1]/td')
2022-07-06 11:39:01,448base_page.pyINFO定位元素('xpath', '//div[@class="ant-table-fixed-left"]/div/div/table/tbody/tr[1]/td')
2022-07-06 11:39:01,901base_page.pyINFO点击元素('xpath', '//*[text()="面试成功"]/..')
2022-07-06 11:39:01,901base_page.pyINFO定位元素('xpath', '//*[text()="面试成功"]/..')
2022-07-06 11:39:03,402base_page.pyINFO点击元素('xpath', '//*[@placeholder="请选择面试日期"]/..')
2022-07-06 11:39:03,402base_page.pyINFO定位元素('xpath', '//*[@placeholder="请选择面试日期"]/..')
2022-07-06 11:39:04,820base_page.pyINFO点击元素('xpath', '//*[text()="此刻"]')
2022-07-06 11:39:04,821base_page.pyINFO定位元素('xpath', '//*[text()="此刻"]')
2022-07-06 11:39:05,289base_page.pyINFO点击元素('xpath', '//*[text()="确 定"]/..')
2022-07-06 11:39:05,289base_page.pyINFO定位元素('xpath', '//*[text()="确 定"]/..')
2022-07-06 11:39:06,685base_page.pyINFO点击元素('xpath', '//div[@class="ant-modal-confirm-btns"]/button[2]')
2022-07-06 11:39:06,686base_page.pyINFO定位元素('xpath', '//div[@class="ant-modal-confirm-btns"]/button[2]')
2022-07-06 13:33:25,940base_page.pyINFO('xpath', "//input[@id='mobile']")输入框输入13761362771
2022-07-06 13:33:25,941base_page.pyINFO定位元素('xpath', "//input[@id='mobile']")
2022-07-06 13:33:26,388base_page.pyINFO('xpath', "//input[@id='pwd']")输入框输入qinyujie008
2022-07-06 13:33:26,388base_page.pyINFO定位元素('xpath', "//input[@id='pwd']")
2022-07-06 13:33:26,829base_page.pyINFO点击元素('xpath', "//a[text()='登录并授权']")
2022-07-06 13:33:26,830base_page.pyINFO定位元素('xpath', "//a[text()='登录并授权']")
2022-07-06 13:33:36,737base_page.pyINFO点击元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 13:33:36,738base_page.pyINFO定位元素('xpath', "//span[text()='招聘管理']/..")
2022-07-06 13:33:41,109base_page.pyINFO点击元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 13:33:41,110base_page.pyINFO定位元素('xpath', "//a[text()='招聘中心']/..")
2022-07-06 13:33:42,891base_page.pyINFO点击元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 13:33:42,892base_page.pyINFO定位元素('xpath', '/html/body/div[1]/section/section/main/div/div[2]/div/div[2]/div/div[1]/div[1]/div/div[3]/button')
2022-07-06 13:33:43,405base_page.pyINFO点击元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 13:33:43,405base_page.pyINFO定位元素('xpath', '//*[text()="异常报备"]/../span')
2022-07-06 13:33:44,830base_page.pyINFO点击元素('xpath', "//div[text()='请选择需求']")
2022-07-06 13:33:44,830base_page.pyINFO定位元素('xpath', "//div[text()='请选择需求']")
2022-07-06 13:33:45,277base_page.pyINFO点击元素('xpath', "//li[@title='报备测试']")
2022-07-06 13:33:45,277base_page.pyINFO定位元素('xpath', "//li[@title='报备测试']")
2022-07-06 13:33:45,713base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 13:33:45,714base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 13:33:46,289base_page.pyINFO('xpath', "//input[@accept='.xlsx, .xls']")输入框输入D:\auto_test\script\异常报备测试数据1条.xlsx
2022-07-06 13:33:46,290base_page.pyINFO定位元素('xpath', "//input[@accept='.xlsx, .xls']")
2022-07-06 13:33:46,680base_page.pyINFO点击元素('xpath', "//span[text()='下一步']/..")
2022-07-06 13:33:46,680base_page.pyINFO定位元素('xpath', "//span[text()='下一步']/..")
2022-07-06 13:33:47,043base_page.pyINFO断言有无上传成功！1111
2022-07-06 13:33:47,043base_page.pyINFO定位元素('xpath', "//*[@class='ant-message-custom-content ant-message-success']/span")
2022-07-06 13:33:47,416base_page.pyINFO点击元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 13:33:47,416base_page.pyINFO定位元素('xpath', "//span[@class='ant-modal-close-x']")
2022-07-06 13:33:48,901base_page.pyINFO点击元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 13:33:48,902base_page.pyINFO定位元素('xpath', "//span[text()='审批管理']/..")
2022-07-06 13:33:49,298base_page.pyINFO点击元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 13:33:49,299base_page.pyINFO定位元素('xpath', '//*[@id="popContainer"]/section/aside/div/ul/li[3]/ul/li[2]/a')
2022-07-06 13:33:50,935base_page.pyINFO点击元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 13:33:50,937base_page.pyINFO定位元素('xpath', '//*[@value="INSIDE_Audit_03"]/../..')
2022-07-06 13:33:52,371base_page.pyINFO点击元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 13:33:52,371base_page.pyINFO定位元素('xpath', '//*[@class="ant-table-fixed-right"]/div/div/table/tbody/tr[1]/td/a')
2022-07-06 13:33:53,850base_page.pyINFO('xpath', '//input[@placeholder="请输入审批意见"]')输入框输入Wed Jul  6 13:33:53 2022
2022-07-06 13:33:53,850base_page.pyINFO定位元素('xpath', '//input[@placeholder="请输入审批意见"]')
